video_id,channel_id,video_title,channel_title,category_name,live_upcoming_none,view_count,like_count,dislike_count,comment_count,published_at,tags,duration,definition,caption,thumbnail,url
a1vKEIzvE08,UCXIJgqnII2ZOINSWNOGFThA,pm justin trudeaus wife tests positive for coronavirus report,Fox News,News & Politics,none,504183,4417,0,2037,2020-03-13T02:17:14Z,"Breaking News,Justin Trudeau,Justin Trudeau wife coronavirus,sophie trudeau,justin trudeau sophie trudeau,justin trudeau wife,canada coronavirus,novel coronavirus,world health organization,coronavirus outbreak,prime minister,canadian prime minister,canadian prime minister coronavirus,pm justin trudeau,fnc,fox news,fox news channel,fox news media,fox news network,donald trump speech,sean hannity,hannity,hannity tonight,breaking news sean hannity",PT23S,hd,TRUE,https://i.ytimg.com/vi/a1vKEIzvE08/default.jpg,https://www.youtube.com/watch?v=a1vKEIzvE08
k3szAFlhoHA,UCXIJgqnII2ZOINSWNOGFThA,the five react to trump melania testing positive for coronavirus,Fox News,News & Politics,none,1055968,13258,0,10168,2020-10-02T21:14:46Z,"The Five Trump coronavirus,trump coronavirus positive,the five trump positive coronavirus,coronavirus trump,donald trump coronavirus,trump fauci,trump coronavirus update,trump stimulus,coronavirus,covid-19,pandemic,dagen mcdowell,dana perino,fnc,fox news,fox news network,fox news the five,greg gutfeld,gutfeld,gutfeld monologue,gutfeld reacts,jesse watters,juan williams,the five,the five fox news,the five greg gutfeld,trump coronavirus",PT10M27S,hd,TRUE,https://i.ytimg.com/vi/k3szAFlhoHA/default.jpg,https://www.youtube.com/watch?v=k3szAFlhoHA
-r6mUnerPtc,UCXIJgqnII2ZOINSWNOGFThA,barstool sports founder on making the most of coronavirus quarantine,Fox News,News & Politics,none,75544,1168,0,128,2020-03-26T01:40:39Z,"Dave Portnoy,El Presidente,Barstool Sports,barstool sports founder,dave portnoy barstool sports,barstool sports pizza,dave portnoy pizza,dave portnoy coronavirus,tucker carlson dave portnoy,barstool,portnoy,dave portnoy purple pants,coronavirus,coronavirus pandemic,self isolation,quarantine,fnc,fox news,fox news channel,fox news network,carlson,tucker,tucker carlson,tucker carlson tonight,tucker reacts,tucker tonight,stooly,barstool sports investigates",PT4M2S,hd,TRUE,https://i.ytimg.com/vi/-r6mUnerPtc/default.jpg,https://www.youtube.com/watch?v=-r6mUnerPtc
HlFOEyyGFOo,UCXIJgqnII2ZOINSWNOGFThA,johnson  johnson exec hopeful on possible coronavirus vaccine,Fox News,News & Politics,none,122669,1689,0,894,2020-04-02T20:58:49Z,"vaccine,coronavirus vaccine,johnson and johnson,johnson & johnson,Johnson & Johnson vaccine,coronavirus,Bill Hemmer,Hemmer,Bill Hemmer reports,Johnson & Johnson bill hemmer reports,Johnson & Johnson coronavirus,breaking news,business news,coronavirus outbreak,coronavirus pandemic,coronavirus task force,coronavirus updates,covid-19,covid-19 pandemic,outbreak,pandemic,fnc,fox news,fox news channel,fox news media,fox news network,china lockdown",PT4M21S,hd,TRUE,https://i.ytimg.com/vi/HlFOEyyGFOo/default.jpg,https://www.youtube.com/watch?v=HlFOEyyGFOo
Pg2ITlDftWg,UCXIJgqnII2ZOINSWNOGFThA,rep steve scalise on federal response to the coronavirus crisis,Fox News,News & Politics,none,24885,355,0,179,2020-03-21T17:14:42Z,"politics,cavuto fox news,fox news,coronavirus,covid19,covid 19,Steve Scalise,Republican Whip,congress,Trump,white house,donald trump,president trump,coronavirus response,steve scalise,COVID-19,Mario Diaz-Balart,quarantine,coronavirus update,coronavirus news,covid19 19/3",PT4M17S,hd,TRUE,https://i.ytimg.com/vi/Pg2ITlDftWg/default.jpg,https://www.youtube.com/watch?v=Pg2ITlDftWg
#NAME?,UCXIJgqnII2ZOINSWNOGFThA,senate passes b coronavirus aid bill sends to trump for signature,Fox News,News & Politics,none,66634,516,0,527,2020-12-22T05:07:33Z,"Fox News Channel,FNC,Fox News",PT2H26M6S,hd,FALSE,https://i.ytimg.com/vi/-K4b_CYK2ps/default.jpg,https://www.youtube.com/watch?v=-K4b_CYK2ps
A6Jd-e1vUoA,UCXIJgqnII2ZOINSWNOGFThA,exclusive trump goes oneonone with hannity to discuss coronavirus response,Fox News,News & Politics,none,1086444,20048,0,6691,2020-03-27T02:45:10Z,"Fox News Channel,FNC,Fox News,News,Latest News,Top stories,hannity,hannity tonight,sean hannity,sean hannity reacts,sean hannity show,sean hannity tonight,sean hannity donald trump,donald trump,president trump,interview president trump,sean hannity exclusive interview,donald trump interview,fox news donald trump,president donald trump interview,coronavirus,donald trump coronavirus,coronavirus outbreak,COVID-19,coronavirus update,coronavirus news",PT39M42S,hd,FALSE,https://i.ytimg.com/vi/A6Jd-e1vUoA/default.jpg,https://www.youtube.com/watch?v=A6Jd-e1vUoA
uSR2o-26p6s,UCXIJgqnII2ZOINSWNOGFThA,larry kudlow on supporting american workers amid coronavirus pandemic,Fox News,News & Politics,none,44797,893,0,423,2020-03-21T02:02:20Z,"Larry Kudlow,White House economic adviser Larry Kudlow,White House economic adviser,kudlow,trump larry kudlow,larry kudlow coronavirus,larry kudlow economy,economy,trump administration,stimulus plan,hannity,sean hannity,hannity tonight,sean hannity tonight,sean hannity larry kudlow,fnc,fox news,fox news channel,fox news media,fox news network,us economy,white house,taxes,tax break,payroll tax cut,economic advisor,coronavirus outbreak",PT3M,hd,FALSE,https://i.ytimg.com/vi/uSR2o-26p6s/default.jpg,https://www.youtube.com/watch?v=uSR2o-26p6s
YK_gq3PC7TE,UC16niRr50-MSBwiO3YDb3RA,coronavirus disease named covid  bbc news,BBC News,News & Politics,none,885548,6863,0,2484,2020-02-12T07:17:42Z,"bbc,bbc news,news",PT9M38S,hd,FALSE,https://i.ytimg.com/vi/YK_gq3PC7TE/default.jpg,https://www.youtube.com/watch?v=YK_gq3PC7TE
RHFV0XcJxww,UC16niRr50-MSBwiO3YDb3RA,coronavirus what has covid done for climate crisis  bbc news,BBC News,News & Politics,none,77140,1405,0,527,2021-01-05T10:07:47Z,"bbc,bbc news,news",PT2M45S,hd,FALSE,https://i.ytimg.com/vi/RHFV0XcJxww/default.jpg,https://www.youtube.com/watch?v=RHFV0XcJxww
ArFQdvF8vDE,UC16niRr50-MSBwiO3YDb3RA,coronavirus explained in  seconds  bbc news,BBC News,News & Politics,none,264503,2203,0,261,2020-03-19T12:27:10Z,"bbc,bbc news,news,China coronavirus,coronavirus,coronavirus news,coronavirus symptoms,coronavirus latest,coronavirus cases,coronavirus deaths,corona virus,corona virus news,corona virus latest,china news,chinese news,world TV,BBC World,world news,covid 19,covid-19,Coronavirus Explained,corona virus US,corona Virus trump,donald trump,president trump,corona",PT1M23S,hd,FALSE,https://i.ytimg.com/vi/ArFQdvF8vDE/default.jpg,https://www.youtube.com/watch?v=ArFQdvF8vDE
cIhak7--M8Q,UC16niRr50-MSBwiO3YDb3RA,coronavirus in india inside a mumbai hospital icu,BBC News,News & Politics,none,8538969,29690,0,1762,2020-06-26T11:16:06Z,"bbc,bbc news,news",PT3M7S,hd,FALSE,https://i.ytimg.com/vi/cIhak7--M8Q/default.jpg,https://www.youtube.com/watch?v=cIhak7--M8Q
UNZRvU923Jo,UC16niRr50-MSBwiO3YDb3RA,coronavirus th uk case confirmed  bbc news,BBC News,News & Politics,none,301658,2424,0,852,2020-02-12T22:40:46Z,"bbc,bbc news,news,coronavirus,Huw Edwards,Virus,health,Hugh Pym,Tulip Mazumdar,UK",PT4M55S,hd,FALSE,https://i.ytimg.com/vi/UNZRvU923Jo/default.jpg,https://www.youtube.com/watch?v=UNZRvU923Jo
LYQLr45rtZk,UC16niRr50-MSBwiO3YDb3RA,india coronavirus my city is under siege from covid,BBC News,News & Politics,none,1243768,13103,0,4494,2021-05-12T11:15:02Z,"bbc,bbc news,news,India,Covid,Coronavirus,Covid Pandemic,pandemic,Delhi",PT7M46S,hd,FALSE,https://i.ytimg.com/vi/LYQLr45rtZk/default.jpg,https://www.youtube.com/watch?v=LYQLr45rtZk
P2y1sIr913Y,UC16niRr50-MSBwiO3YDb3RA,coronavirus uk government announces drastic measures to tackle outbreak  bbc news,BBC News,News & Politics,none,735062,5135,0,2259,2020-03-16T22:40:25Z,"bbc,bbc news,news,coronavirus,pandemic,world health organization,self-isolation,social distancing,nightlife,over 70s,pregnant women,pregnancy,covid 19,covid-19,illness,virus,chronic illness,nhs,national health service",PT10M31S,hd,FALSE,https://i.ytimg.com/vi/P2y1sIr913Y/default.jpg,https://www.youtube.com/watch?v=P2y1sIr913Y
dc11uZ7_PnU,UC16niRr50-MSBwiO3YDb3RA,coronavirus in the uk the first  days  bbc news,BBC News,News & Politics,none,255515,2300,0,820,2020-05-09T16:42:04Z,"bbc,bbc news,news,coronavirus,covid-19,pandemic,health,United Kingdom",PT6M12S,hd,FALSE,https://i.ytimg.com/vi/dc11uZ7_PnU/default.jpg,https://www.youtube.com/watch?v=dc11uZ7_PnU
hHcY4Vw532Y,UC16niRr50-MSBwiO3YDb3RA,excess deaths how many are dying from coronavirus  bbc news,BBC News,News & Politics,none,184828,1171,0,571,2020-06-19T09:49:02Z,"bbc,bbc news,news",PT7M32S,hd,FALSE,https://i.ytimg.com/vi/hHcY4Vw532Y/default.jpg,https://www.youtube.com/watch?v=hHcY4Vw532Y
mmSJQul260g,UC16niRr50-MSBwiO3YDb3RA,coronavirus what is a pandemic and why use the term now   bbc news,BBC News,News & Politics,none,419693,3192,0,877,2020-03-12T07:26:11Z,"bbc,bbc news,news,China coronavirus,coronavirus,coronavirus news,coronavirus symptoms,coronavirus latest,coronavirus cases,coronavirus deaths,corona virus,corona virus news,corona virus latest,china news,chinese news,world TV,BBC World,world news,covid 19,covid-19,Coronavirus Explained",PT7M45S,hd,FALSE,https://i.ytimg.com/vi/mmSJQul260g/default.jpg,https://www.youtube.com/watch?v=mmSJQul260g
NAV3CmA5rBU,UC16niRr50-MSBwiO3YDb3RA,covid indias coronavirus outbreak in  seconds  bbc news,BBC News,News & Politics,none,264591,3103,0,1094,2020-10-12T07:36:44Z,"bbc,bbc news,news",PT3M31S,hd,FALSE,https://i.ytimg.com/vi/NAV3CmA5rBU/default.jpg,https://www.youtube.com/watch?v=NAV3CmA5rBU
NwPwj45CAIc,UC16niRr50-MSBwiO3YDb3RA,coronavirus frances ancient burial brotherhood defies covid  bbc news,BBC News,News & Politics,none,64808,587,0,127,2020-06-14T10:43:53Z,"bbc,bbc news,news",PT2M19S,hd,FALSE,https://i.ytimg.com/vi/NwPwj45CAIc/default.jpg,https://www.youtube.com/watch?v=NwPwj45CAIc
tSCWs85mye8,UC16niRr50-MSBwiO3YDb3RA,coronavirus the impact of covid on women  bbc news,BBC News,News & Politics,none,21588,244,0,114,2020-06-25T10:05:25Z,"bbc,bbc news,news",PT4M51S,hd,FALSE,https://i.ytimg.com/vi/tSCWs85mye8/default.jpg,https://www.youtube.com/watch?v=tSCWs85mye8
0sKlL4k2-sc,UC16niRr50-MSBwiO3YDb3RA,coronavirus how to fly during a pandemic  bbc news,BBC News,News & Politics,none,65492,655,0,156,2020-06-23T13:31:51Z,"bbc,bbc news,news,coronavirus,covid-19,travel,pandemic,lockdown,flying,holiday,airports,airline,Laura Foster",PT1M50S,hd,FALSE,https://i.ytimg.com/vi/0sKlL4k2-sc/default.jpg,https://www.youtube.com/watch?v=0sKlL4k2-sc
9nrZwjcjS1A,UC16niRr50-MSBwiO3YDb3RA,coronavirus impact on global economy  bbc news,BBC News,News & Politics,none,206666,1612,0,558,2020-05-01T11:43:10Z,"bbc,bbc news,news",PT10M1S,hd,FALSE,https://i.ytimg.com/vi/9nrZwjcjS1A/default.jpg,https://www.youtube.com/watch?v=9nrZwjcjS1A
gtf9j06EOvo,UC16niRr50-MSBwiO3YDb3RA,coronavirus nations heading in wrong direction with covid says who  bbc news,BBC News,News & Politics,none,111666,827,0,776,2020-07-14T11:19:56Z,"bbc,bbc news,news",PT9M40S,hd,FALSE,https://i.ytimg.com/vi/gtf9j06EOvo/default.jpg,https://www.youtube.com/watch?v=gtf9j06EOvo
F5L-7p3v4GI,UC16niRr50-MSBwiO3YDb3RA,coronavirus outbreak not yet at peak and lockdown may last another month  bbc news,BBC News,News & Politics,none,957991,6261,0,3739,2020-04-13T21:43:34Z,"bbc,bbc news,news,coronavirus,virus,deaths,lockdown,end,peak,forecast,lifted,number,hospitals,isolation,distancing,total,community,care,care homes,criticism,protective clothing,PPE,NHS,providers,masks,gowns,equipment,safety,frontline,staff,workers,risk,infection,epidemic,pandemic,threat,lift,relax,dying,sick,ill,covid,covid-19,intensive,critical,health,service,doctors,nurses,medical,David Shukman,Hywel Griffiths,Hugh Pym,Science,Health,Editor,correspondent,england,scotland,wales",PT9M42S,hd,FALSE,https://i.ytimg.com/vi/F5L-7p3v4GI/default.jpg,https://www.youtube.com/watch?v=F5L-7p3v4GI
Eh_7aSruRqw,UC16niRr50-MSBwiO3YDb3RA,coronavirus airports without people  bbc news,BBC News,News & Politics,none,42239,471,0,153,2020-06-11T10:16:40Z,"bbc,bbc news,news",PT2M22S,hd,FALSE,https://i.ytimg.com/vi/Eh_7aSruRqw/default.jpg,https://www.youtube.com/watch?v=Eh_7aSruRqw
RSZoDTvgEr8,UC16niRr50-MSBwiO3YDb3RA,coronavirus is there a link between the severity of covid and air pollution  bbc news,BBC News,News & Politics,none,107886,774,0,526,2020-04-15T11:55:58Z,"bbc,bbc news,news",PT5M5S,hd,FALSE,https://i.ytimg.com/vi/RSZoDTvgEr8/default.jpg,https://www.youtube.com/watch?v=RSZoDTvgEr8
8dTelszbObM,UC16niRr50-MSBwiO3YDb3RA,coronavirus first death outside china reported in philippines  bbc news,BBC News,News & Politics,none,436677,2772,0,1368,2020-02-04T08:17:48Z,"bbc,bbc news,news,corona,coronavirus,corona virus,corona virus news,coronavirus news,china news,outside source",PT9M18S,hd,FALSE,https://i.ytimg.com/vi/8dTelszbObM/default.jpg,https://www.youtube.com/watch?v=8dTelszbObM
v8lVBHgucfs,UC16niRr50-MSBwiO3YDb3RA,covid chinas painful year fighting the coronavirus  bbc news,BBC News,News & Politics,none,113019,1146,0,1909,2020-12-29T11:58:03Z,"bbc,bbc news,news",PT4M6S,hd,FALSE,https://i.ytimg.com/vi/v8lVBHgucfs/default.jpg,https://www.youtube.com/watch?v=v8lVBHgucfs
oKX_E7adVwg,UC16niRr50-MSBwiO3YDb3RA,coronavirus russia uses facial recognition to tackle covid  bbc news,BBC News,News & Politics,none,100752,1173,0,446,2020-04-07T11:59:22Z,"bbc,bbc news,news,coronavirus,covid-19,pandemic,health,Russia,surveillance,Sarah Rainsford,facial recognition",PT3M50S,hd,FALSE,https://i.ytimg.com/vi/oKX_E7adVwg/default.jpg,https://www.youtube.com/watch?v=oKX_E7adVwg
CuneZ1LhbQ0,UC16niRr50-MSBwiO3YDb3RA,coronavirus brazil records thirdhighest covid infection level  bbc news,BBC News,News & Politics,none,96027,673,0,263,2020-05-20T10:27:04Z,"bbc,bbc news,news",PT5M31S,hd,FALSE,https://i.ytimg.com/vi/CuneZ1LhbQ0/default.jpg,https://www.youtube.com/watch?v=CuneZ1LhbQ0
aQ6LERWK0T0,UC16niRr50-MSBwiO3YDb3RA,coronavirus  plan to ease lockdown as uk past peak of pandemic   bbc news,BBC News,News & Politics,none,286220,1925,0,1657,2020-04-30T21:38:40Z,"bbc,bbc news,news,coronavirus,virus,pandemic,past peak,peak,deaths,infections,danger,cases,lockdown,plan,ease,relax lift,warning,second,spike,wave,PM,Boris,Boris Johnson,Prime Minister,Downing,Covid-19,economy,schools,transport,Reeta Chakrabarti,Laura Kuenssberg,Political,Editor",PT7M18S,hd,FALSE,https://i.ytimg.com/vi/aQ6LERWK0T0/default.jpg,https://www.youtube.com/watch?v=aQ6LERWK0T0
qEj4MYC__Zo,UC16niRr50-MSBwiO3YDb3RA,uk facing even tougher restrictions to curb new coronavirus variant  bbc news,BBC News,News & Politics,none,343972,2316,0,2689,2020-12-22T22:35:26Z,"bbc,bbc news,news,coronavirus,virus,pandemic,Covid,Covid-19,mutant,mutation,new,variant,infections,cases,spread,deaths,hospitals,risk,danger,threat,travel,bans,France,Europe,Tier,rules,restrictions,Christmas,xmas,Boris,Johnson,government,passengers,rail,planes,ferries,ban,out,control,spreading,rapidly,England,UK,London,Kent,South,east,Huw Edwards,editor,Hugh Pym,David Shukman,strain,EU,WHO,testing,world,health,organisation,NHS,pressure,full,doctors,nurses,intensive,care,dying",PT9M15S,hd,FALSE,https://i.ytimg.com/vi/qEj4MYC__Zo/default.jpg,https://www.youtube.com/watch?v=qEj4MYC__Zo
UcxHL8LHI_A,UC16niRr50-MSBwiO3YDb3RA,coronavirus world must prepare for pandemic says who  bbc news,BBC News,News & Politics,none,2054699,17875,0,7254,2020-02-25T08:42:18Z,"bbc,bbc news,news,China coronavirus,coronavirus,coronavirus news,coronavirus symptoms,coronavirus latest,coronavirus cases,coronavirus deaths,corona virus,corona virus news,corona virus latest,china news,chinese news,outside,outside source,world TV,BBC World,world news",PT13M33S,hd,FALSE,https://i.ytimg.com/vi/UcxHL8LHI_A/default.jpg,https://www.youtube.com/watch?v=UcxHL8LHI_A
0NTsBJLU1nk,UC16niRr50-MSBwiO3YDb3RA,coronavirus the lost six weeks when us failed to contain outbreak  bbc news,BBC News,News & Politics,none,264382,3705,0,1595,2020-05-12T15:09:19Z,"bbc,bbc news,news,covid,covid-19,coronavirus,corona virus,trump,United States",PT7M41S,hd,TRUE,https://i.ytimg.com/vi/0NTsBJLU1nk/default.jpg,https://www.youtube.com/watch?v=0NTsBJLU1nk
3vudfCtGWhE,UC16niRr50-MSBwiO3YDb3RA,deprived areas bear brunt of coronavirus pandemic  bbc news,BBC News,News & Politics,none,55001,614,0,264,2020-06-12T21:31:16Z,"bbc,bbc news,news,coronavirus,virus,deprived,deprivation,poverty,England,Wales,poor,wealthy,official,figures,urban,rural,Scotland,Nicola Sturgeon,test,testing,car,workers,care homes,Reeta Chakrabarti,Hugh Pym,Health,Editor,Sarah Smith",PT7M1S,hd,FALSE,https://i.ytimg.com/vi/3vudfCtGWhE/default.jpg,https://www.youtube.com/watch?v=3vudfCtGWhE
HlEFrbLeDks,UC16niRr50-MSBwiO3YDb3RA,coronavirus pm announcing strict new curbs on life in uk  bbc news,BBC News,News & Politics,none,1236630,18869,0,7763,2020-03-23T20:48:03Z,"bbc,bbc news,news,boris,boris johnson,boris johnson statement",PT6M16S,hd,FALSE,https://i.ytimg.com/vi/HlEFrbLeDks/default.jpg,https://www.youtube.com/watch?v=HlEFrbLeDks
JtxsuIW7nrY,UC16niRr50-MSBwiO3YDb3RA,coronavirus indias covid cases surge past one million  bbc news,BBC News,News & Politics,none,182117,1179,0,888,2020-07-17T12:30:44Z,"bbc,bbc news,news",PT6M49S,hd,FALSE,https://i.ytimg.com/vi/JtxsuIW7nrY/default.jpg,https://www.youtube.com/watch?v=JtxsuIW7nrY
6CajGH3Q5RU,UC16niRr50-MSBwiO3YDb3RA,coronavirus pregnancy during a pandemic is terrifying  bbc news,BBC News,News & Politics,none,34133,517,0,0,2020-04-07T10:15:44Z,"bbc,bbc news,news,coronavirus,covid-19,United states,pregnancy,birth,health,pandemic",PT3M55S,hd,FALSE,https://i.ytimg.com/vi/6CajGH3Q5RU/default.jpg,https://www.youtube.com/watch?v=6CajGH3Q5RU
xKW7l-u0OKA,UC16niRr50-MSBwiO3YDb3RA,coronavirus hits all  us states as death toll rises  bbc news,BBC News,News & Politics,none,995784,6707,0,2659,2020-03-18T08:58:41Z,"bbc,bbc news,news,China coronavirus,coronavirus,coronavirus news,coronavirus symptoms,coronavirus latest,coronavirus cases,coronavirus deaths,corona virus,corona virus news,corona virus latest,china news,chinese news,world TV,BBC World,world news,covid 19,covid-19,Coronavirus Explained,corona virus US,corona Virus trump,donald trump,president trump,corona",PT13M40S,hd,FALSE,https://i.ytimg.com/vi/xKW7l-u0OKA/default.jpg,https://www.youtube.com/watch?v=xKW7l-u0OKA
LuESjGI-_gM,UC16niRr50-MSBwiO3YDb3RA,coronavirus the tourists swapping lockdown for sweden  bbc news,BBC News,News & Politics,none,92875,733,0,0,2020-06-08T12:31:10Z,"bbc,bbc news,news,coronavirus,lockdown,Sweden,pandemic,health",PT2M45S,hd,FALSE,https://i.ytimg.com/vi/LuESjGI-_gM/default.jpg,https://www.youtube.com/watch?v=LuESjGI-_gM
JP7OtUAVAjE,UC16niRr50-MSBwiO3YDb3RA,coronavirus ended our marriage  bbc news,BBC News,News & Politics,none,93689,781,0,521,2020-12-05T17:00:18Z,"bbc,bbc news,news,divorce,marriage,relationships,covid,covid-19,vaccine,coronavirus,pandemic",PT6M57S,hd,FALSE,https://i.ytimg.com/vi/JP7OtUAVAjE/default.jpg,https://www.youtube.com/watch?v=JP7OtUAVAjE
E0S3Zcg9ZJo,UC16niRr50-MSBwiO3YDb3RA,coronavirus india overtakes russia in covid cases  bbc news,BBC News,News & Politics,none,216864,1087,0,787,2020-07-06T13:08:40Z,"bbc,bbc news,news",PT2M46S,hd,FALSE,https://i.ytimg.com/vi/E0S3Zcg9ZJo/default.jpg,https://www.youtube.com/watch?v=E0S3Zcg9ZJo
SLhGsTuE0ik,UC16niRr50-MSBwiO3YDb3RA,coronavirus us supports lifting covid vaccine patents  bbc newsnight,BBC News,News & Politics,none,85785,549,0,846,2021-05-05T23:13:02Z,"bbc,bbc news,news,Coronavirus,covid19,covid,intellectual property rights,Biden,Joe Biden,covid vaccines,pandemic,global pandemic,world trade organisation,WTO,David milliband,bbc newsnight,newsnight,miliband,maitlis,Emily maitlis",PT10M23S,hd,FALSE,https://i.ytimg.com/vi/SLhGsTuE0ik/default.jpg,https://www.youtube.com/watch?v=SLhGsTuE0ik
SimARiFYWCQ,UC16niRr50-MSBwiO3YDb3RA,coronavirus inside the indian company betting big on vaccines  bbc news,BBC News,News & Politics,none,141207,1274,0,850,2020-09-11T13:41:42Z,"bbc,bbc news,news",PT2M44S,hd,FALSE,https://i.ytimg.com/vi/SimARiFYWCQ/default.jpg,https://www.youtube.com/watch?v=SimARiFYWCQ
lHVNvFX8Bfg,UC16niRr50-MSBwiO3YDb3RA,coronavirus when can i get the covid vaccine  bbc news,BBC News,News & Politics,none,142585,1107,0,1793,2020-11-27T10:33:17Z,"bbc,bbc news,news",PT4M18S,hd,FALSE,https://i.ytimg.com/vi/lHVNvFX8Bfg/default.jpg,https://www.youtube.com/watch?v=lHVNvFX8Bfg
VgPZtTeEG5k,UC16niRr50-MSBwiO3YDb3RA,coronavirus inside an italian icu  bbc news,BBC News,News & Politics,none,990257,4699,0,1052,2020-03-21T11:15:38Z,"bbc,bbc news,news",PT2M,hd,FALSE,https://i.ytimg.com/vi/VgPZtTeEG5k/default.jpg,https://www.youtube.com/watch?v=VgPZtTeEG5k
STgRHkB-vx4,UC16niRr50-MSBwiO3YDb3RA,coronavirus explained how do i protect myself  bbc news,BBC News,News & Politics,none,127266,1519,0,234,2020-03-06T11:18:16Z,"bbc,bbc news,news,China coronavirus,coronavirus,coronavirus news,coronavirus symptoms,coronavirus latest,coronavirus cases,coronavirus deaths,corona virus,corona virus news,corona virus latest,china news,chinese news,world TV,BBC World,world news,covid 19,covid-19,Coronavirus Explained",PT9M45S,hd,FALSE,https://i.ytimg.com/vi/STgRHkB-vx4/default.jpg,https://www.youtube.com/watch?v=STgRHkB-vx4
P4SYSRp00uE,UC16niRr50-MSBwiO3YDb3RA,coronavirus trump gives who ultimatum over covid handling  bbc news,BBC News,News & Politics,none,249593,1665,0,1628,2020-05-20T10:36:38Z,"bbc,bbc news,news",PT11M6S,hd,FALSE,https://i.ytimg.com/vi/P4SYSRp00uE/default.jpg,https://www.youtube.com/watch?v=P4SYSRp00uE
21MIvkk7Imc,UC16niRr50-MSBwiO3YDb3RA,four ways to protect yourself from coronavirus  bbc news,BBC News,News & Politics,none,261124,3227,0,382,2020-03-17T11:55:18Z,"bbc,bbc news,news",PT3M25S,hd,FALSE,https://i.ytimg.com/vi/21MIvkk7Imc/default.jpg,https://www.youtube.com/watch?v=21MIvkk7Imc
T-1-mlAGu1Y,UC16niRr50-MSBwiO3YDb3RA,coronavirus when your childs in intensive care with covid  bbc news,BBC News,News & Politics,none,164677,1363,0,0,2020-05-01T13:34:33Z,"bbc,bbc news,news,coronavirus,covid-19,pandemic,health,children",PT2M48S,hd,FALSE,https://i.ytimg.com/vi/T-1-mlAGu1Y/default.jpg,https://www.youtube.com/watch?v=T-1-mlAGu1Y
bYQjssb7xdk,UC16niRr50-MSBwiO3YDb3RA,coronavirus what is social distancing  bbc news,BBC News,News & Politics,none,182405,1247,0,339,2020-03-24T09:44:17Z,"bbc,bbc news,news",PT1M23S,hd,FALSE,https://i.ytimg.com/vi/bYQjssb7xdk/default.jpg,https://www.youtube.com/watch?v=bYQjssb7xdk
v2r1cnTUnkE,UC16niRr50-MSBwiO3YDb3RA,coronavirus crisis china eases lockdown in wuhan where the pandemic began  bbc news,BBC News,News & Politics,none,376727,2166,0,2925,2020-04-07T22:19:57Z,"bbc,bbc news,news,china,wuhan,lockdown,easing,restrictions,coronavirus,virus,infections,covid,covid-19,deaths,banks,lending,loans,business,businesses,emergency,NatWest,RBS,Alison Rose,Chief Executive,bank,Huw Edwards,John Sudworth,China Correspondent,Beijing,Simon Jack,Business Editor,infection",PT6M44S,hd,FALSE,https://i.ytimg.com/vi/v2r1cnTUnkE/default.jpg,https://www.youtube.com/watch?v=v2r1cnTUnkE
W3ypPfbTyZs,UC16niRr50-MSBwiO3YDb3RA,more than  excess deaths so far during uk coronavirus pandemic  bbc news,BBC News,News & Politics,none,285539,1459,0,1213,2020-06-02T21:48:35Z,"bbc,bbc news,news,coronavirus,virus,excess,deaths,pandemic,England,Wales,ONS,statistics,elderly,care,homes,Durham,disease,PHE,Public Health England,Covid-19,black,asian,BAME,minority ethnic,danger,risk,threat,die,Huw Edwards,Michael Buchanan,Rianna Croxford",PT7M,hd,FALSE,https://i.ytimg.com/vi/W3ypPfbTyZs/default.jpg,https://www.youtube.com/watch?v=W3ypPfbTyZs
LP9a6cvfVeU,UC16niRr50-MSBwiO3YDb3RA,coronavirus tiger at bronx zoo tests positive for covid  bbc news,BBC News,Pets & Animals,none,334931,2298,0,1420,2020-04-06T14:08:51Z,"bbc,bbc news,news",PT3M10S,hd,FALSE,https://i.ytimg.com/vi/LP9a6cvfVeU/default.jpg,https://www.youtube.com/watch?v=LP9a6cvfVeU
7fRmK51-Q5o,UC16niRr50-MSBwiO3YDb3RA,coronavirus us buys nearly all of covid drug remdesivir  bbc news,BBC News,News & Politics,none,67529,485,0,555,2020-07-02T10:10:02Z,"bbc,bbc news,news",PT4M3S,hd,FALSE,https://i.ytimg.com/vi/7fRmK51-Q5o/default.jpg,https://www.youtube.com/watch?v=7fRmK51-Q5o
uGVvsn7Q7mY,UC16niRr50-MSBwiO3YDb3RA,coronavirus first british death  bbc news,BBC News,News & Politics,none,743265,5156,0,659,2020-02-28T22:42:09Z,"bbc,bbc news,news,coronavirus,diamond princess,surrey,hugh pym,fergus walsh,japan",PT11M15S,hd,FALSE,https://i.ytimg.com/vi/uGVvsn7Q7mY/default.jpg,https://www.youtube.com/watch?v=uGVvsn7Q7mY
j-9CgwB6mus,UC16niRr50-MSBwiO3YDb3RA,how to shop safely in a coronavirus pandemic  bbc news,BBC News,News & Politics,none,38301,366,0,110,2020-05-27T10:35:10Z,"bbc,bbc news,news,coronavirus,covid-19,shopping,retail,pandemic,health",PT59S,hd,FALSE,https://i.ytimg.com/vi/j-9CgwB6mus/default.jpg,https://www.youtube.com/watch?v=j-9CgwB6mus
